Date,Open,High,Low,Close,Adj Close,Volume
2018-10-08,222.210007,224.800003,220.199997,223.770004,223.770004,29663900
2018-10-09,223.639999,227.270004,222.250000,226.869995,226.869995,26891000
2018-10-10,225.460007,226.350006,216.050003,216.360001,216.360001,41990600
2018-10-11,214.520004,219.500000,212.320007,214.449997,214.449997,53124400
2018-10-12,220.419998,222.880005,216.839996,222.110001,222.110001,40337900
2018-10-15,221.160004,221.830002,217.270004,217.360001,217.360001,30791000
2018-10-16,218.929993,222.990005,216.759995,222.149994,222.149994,29184000
2018-10-17,222.300003,222.639999,219.339996,221.190002,221.190002,22885400
2018-10-18,217.860001,219.740005,213.000000,216.020004,216.020004,32581300
2018-10-19,218.059998,221.259995,217.429993,219.309998,219.309998,33078700
2018-10-22,219.789993,223.360001,218.940002,220.649994,220.649994,28792100
2018-10-23,215.830002,223.250000,214.699997,222.729996,222.729996,38767800
2018-10-24,222.600006,224.229996,214.539993,215.089996,215.089996,40925500
2018-10-25,217.710007,221.380005,216.750000,219.800003,219.800003,29855800
2018-10-26,215.899994,220.190002,212.669998,216.300003,216.300003,47258400
2018-10-29,219.190002,219.690002,206.089996,212.240005,212.240005,45935500
2018-10-30,211.149994,215.179993,209.270004,213.300003,213.300003,36660000
2018-10-31,216.880005,220.449997,216.619995,218.860001,218.860001,38358900
2018-11-01,219.050003,222.360001,216.809998,222.220001,222.220001,58323200
2018-11-02,209.550003,213.649994,205.429993,207.479996,207.479996,91328700
2018-11-05,204.300003,204.389999,198.169998,201.589996,201.589996,66108400
